Date,City,Crime,Crime Group,Violence Rating,Year
2019-10-28,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-10-29,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-10-30,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-10-31,Detroit,ARSON,Vandalism,2,2019
2019-11-01,Detroit,RETAIL FRAUD - THEFT,Theft,1,2019
2019-11-02,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-11-03,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-11-04,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2019
2019-11-05,Detroit,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),Drug Offense,2,2019
2019-11-06,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-11-07,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2019
2019-11-08,Detroit,INTIMIDATION / STALKING,Assault,6,2019
2019-11-09,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2019
2019-11-10,Detroit,MOTOR VEHICLE THEFT,Theft,1,2019
2019-11-11,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2019
2019-11-12,Detroit,OBSTRUCTING JUSTICE,Public Order,2,2019
2019-11-13,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-11-14,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-11-15,Detroit,OBSTRUCTING POLICE,Public Order,2,2019
2019-11-16,Detroit,LARCENY - OTHER,Theft,1,2019
2019-11-17,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-11-18,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2019
2019-11-19,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2019
2019-11-20,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2019
2019-11-21,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2019
2019-11-22,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-11-23,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-11-24,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2019
2019-11-25,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2019
2019-11-26,Detroit,MOTOR VEHICLE THEFT,Theft,1,2019
2019-11-27,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2019
2019-11-28,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-11-29,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2019
2019-11-30,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2019
2019-12-01,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2019
2019-12-02,Detroit,LARCENY - OTHER,Theft,1,2019
2019-12-03,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2019
2019-12-04,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2019
2019-12-05,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-12-06,Detroit,BURGLARY - ENTRY WITHOUT FORCE (INTENT TO COMMIT),Burglary,4,2019
2019-12-07,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-12-08,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2019
2019-12-09,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-12-10,Detroit,INTIMIDATION / STALKING,Assault,6,2019
2019-12-11,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-12-12,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2019
2019-12-13,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2019
2019-12-14,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2019
2019-12-15,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-12-16,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2019
2019-12-17,Detroit,FRAUD - IMPERSONATION,Fraud,1,2019
2019-12-18,Detroit,CSC 1ST DEGREE - PENIS / VAGINA,Sexual Misconduct,7,2019
2019-12-19,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-12-20,Detroit,LARCENY - OTHER,Theft,1,2019
2019-12-21,Detroit,RETAIL FRAUD - THEFT,Theft,1,2019
2019-12-22,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-12-23,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2019
2019-12-24,Detroit,OBSTRUCTING JUSTICE,Public Order,2,2019
2019-12-25,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-12-26,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2019
2019-12-27,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2019
2019-12-28,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2019
2019-12-29,Detroit,FRAUD - IMPERSONATION,Fraud,1,2019
2019-12-30,Detroit,BURGLARY - ENTRY WITHOUT FORCE (INTENT TO COMMIT),Burglary,4,2019
2019-12-31,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2019
2020-01-01,Detroit,FRAUD - IMPERSONATION,Fraud,1,2020
2020-01-02,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-01-03,Detroit,ARSON,Vandalism,2,2020
2020-01-04,Detroit,OBSTRUCTING JUSTICE,Public Order,2,2020
2020-01-05,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-01-06,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-01-07,Detroit,RETAIL FRAUD - THEFT,Theft,1,2020
2020-01-08,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-01-09,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2020
2020-01-10,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-01-11,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2020
2020-01-12,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-01-13,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-01-14,Detroit,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),Drug Offense,2,2020
2020-01-15,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-01-16,Detroit,OBSTRUCTING JUSTICE,Public Order,2,2020
2020-01-17,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-01-18,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-01-19,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-01-20,Detroit,FRAUD - IMPERSONATION,Fraud,1,2020
2020-01-21,Detroit,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),Homicide,10,2020
2020-01-22,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-01-23,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-01-24,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-01-25,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-01-26,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-01-27,Detroit,CSC 4TH DEGREE - FORCIBLE CONTACT,Public Order,2,2020
2020-01-28,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2020
2020-01-29,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-01-30,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-01-31,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2020
2020-02-01,Detroit,ROBBERY,Robbery,8,2020
2020-02-02,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-02-03,Detroit,LARCENY - OTHER,Theft,1,2020
2020-02-04,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-02-05,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2020
2020-02-06,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-02-07,Detroit,LARCENY - OTHER,Theft,1,2020
2020-02-08,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-02-09,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-02-10,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-02-11,Detroit,FRAUD - IMPERSONATION,Fraud,1,2020
2020-02-12,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-02-13,Detroit,RETAIL FRAUD - THEFT,Theft,1,2020
2020-02-14,Detroit,FRAUD - CREDIT CARD/AUTOMATIC TELLER MACHINE,Fraud,1,2020
2020-02-15,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-02-16,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-02-17,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-02-18,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-02-19,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-02-20,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2020
2020-02-21,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-02-22,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-02-23,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-02-24,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-02-25,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2020
2020-02-26,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-02-27,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-02-28,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2020
2020-02-29,Detroit,LARCENY - OTHER,Theft,1,2020
2020-03-01,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-03-02,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-03-03,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-03-04,Detroit,FRAUD - IMPERSONATION,Fraud,1,2020
2020-03-05,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2020
2020-03-06,Detroit,FRAUD - CREDIT CARD/AUTOMATIC TELLER MACHINE,Fraud,1,2020
2020-03-07,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-03-08,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-03-09,Detroit,RETAIL FRAUD - THEFT,Theft,1,2020
2020-03-10,Detroit,LARCENY - OTHER,Theft,1,2020
2020-03-11,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-03-12,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-03-13,Detroit,OBSTRUCTING JUSTICE,Public Order,2,2020
2020-03-14,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-03-15,Detroit,TRESPASS,Trespassing,3,2020
2020-03-16,Detroit,FRAUD - CREDIT CARD/AUTOMATIC TELLER MACHINE,Fraud,1,2020
2020-03-17,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-03-18,Detroit,LARCENY - OTHER,Theft,1,2020
2020-03-19,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-03-20,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-03-21,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-03-22,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-03-23,Detroit,OBSTRUCTING JUSTICE,Public Order,2,2020
2020-03-24,Detroit,OBSTRUCTING JUSTICE,Public Order,2,2020
2020-03-25,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-03-26,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-03-27,Detroit,FRAUD BY WIRE,Fraud,1,2020
2020-03-28,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-03-29,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-03-30,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-03-31,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2020
2020-04-01,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-04-02,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-04-03,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-04-04,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-04-05,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-04-06,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-04-07,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2020
2020-04-08,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2020
2020-04-09,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-04-10,Detroit,INTIMIDATION / STALKING,Assault,6,2020
2020-04-11,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-04-12,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-04-13,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2020
2020-04-14,Detroit,RUNAWAY,Uncategorized,0,2020
2020-04-15,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-04-16,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-04-17,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-04-18,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-04-19,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-04-20,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-04-21,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-04-22,Detroit,LARCENY - OTHER,Theft,1,2020
2020-04-23,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-04-24,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-04-25,Detroit,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),Drug Offense,2,2020
2020-04-26,Detroit,INTIMIDATION / STALKING,Assault,6,2020
2020-04-27,Detroit,ROBBERY,Robbery,8,2020
2020-04-28,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2020
2020-04-29,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2020
2020-04-30,Detroit,BURGLARY - ENTRY WITHOUT FORCE (INTENT TO COMMIT),Burglary,4,2020
2020-05-01,Detroit,OBSTRUCTING POLICE,Public Order,2,2020
2020-05-02,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-05-03,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-05-04,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2020
2020-05-05,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-05-06,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-05-07,Detroit,OBSTRUCTING JUSTICE,Public Order,2,2020
2020-05-08,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2020
2020-05-09,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-05-10,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-05-11,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2020
2020-05-12,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-05-13,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-05-14,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-05-15,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-05-16,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-05-17,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-05-18,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-05-19,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-05-20,Detroit,OBSTRUCTING JUSTICE,Public Order,2,2020
2020-05-21,Detroit,WEAPONS OFFENSE - OTHER,Drug Offense,2,2020
2020-05-22,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-05-23,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-05-24,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-05-25,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2020
2020-05-26,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2020
2020-05-27,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-05-28,Detroit,FRAUD - CREDIT CARD/AUTOMATIC TELLER MACHINE,Fraud,1,2020
2020-05-29,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-05-30,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-05-31,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-06-01,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-06-02,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-06-03,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2020
2020-06-04,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-06-05,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-06-06,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-06-07,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2020
2020-06-08,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-06-09,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-06-10,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-06-11,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-06-12,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-06-13,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-06-14,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-06-15,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2020
2020-06-16,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2020
2020-06-17,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-06-18,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-06-19,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-06-20,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-06-21,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2020
2020-06-22,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-06-23,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-06-24,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2020
2020-06-25,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-06-26,Detroit,ROBBERY,Robbery,8,2020
2020-06-27,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-06-28,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-06-29,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-06-30,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-07-01,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-07-02,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2020
2020-07-03,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-07-04,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-07-05,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-07-06,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2020
2020-07-07,Detroit,INTIMIDATION / STALKING,Assault,6,2020
2020-07-08,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-07-09,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2020
2020-07-10,Detroit,LARCENY - OTHER,Theft,1,2020
2020-07-11,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-07-12,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2020
2020-07-13,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-07-14,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-07-15,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-07-16,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2020
2020-07-17,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-07-18,Detroit,OBSTRUCTING POLICE,Public Order,2,2020
2020-07-19,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-07-20,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-07-21,Detroit,RETAIL FRAUD - THEFT,Theft,1,2020
2020-07-22,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-07-23,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-07-24,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-07-25,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-07-26,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-07-27,Detroit,LARCENY - OTHER,Theft,1,2020
2020-07-28,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-07-29,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-07-30,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-07-31,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-08-01,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-08-02,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-08-03,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-08-04,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-08-05,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-08-06,Detroit,MISCELLANEOUS CRIMINAL OFFENSE,Drug Offense,2,2020
2020-08-07,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-08-08,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-08-09,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-08-10,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-08-11,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-08-12,Detroit,FORGERY / COUNTERFEITING,Fraud,1,2020
2020-08-13,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-08-14,Detroit,INTIMIDATION / STALKING,Assault,6,2020
2020-08-15,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-08-16,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2020
2020-08-17,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2020
2020-08-18,Detroit,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),Drug Offense,2,2020
2020-08-19,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2020
2020-08-20,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-08-21,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-08-22,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-08-23,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-08-24,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-08-25,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-08-26,Detroit,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),Drug Offense,2,2020
2020-08-27,Detroit,INTIMIDATION / STALKING,Assault,6,2020
2020-08-28,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-08-29,Detroit,OBSTRUCTING POLICE,Public Order,2,2020
2020-08-30,Detroit,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),Drug Offense,2,2020
2020-08-31,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-09-01,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-09-02,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2020
2020-09-03,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-09-04,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-09-05,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-09-06,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2020
2020-09-07,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2020
2020-09-08,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
