Date,City,Crime,Crime Group,Violence Rating,Year
2019-11-24,Chicago,BATTERY,Battery,6,2019
2019-11-25,Chicago,THEFT,Theft,1,2019
2019-11-26,Chicago,THEFT,Theft,1,2019
2019-11-27,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-11-28,Chicago,CRIMINAL TRESPASS,Trespassing,3,2019
2019-11-29,Chicago,BATTERY,Battery,6,2019
2019-11-30,Chicago,THEFT,Theft,1,2019
2019-12-01,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-12-02,Chicago,THEFT,Theft,1,2019
2019-12-03,Chicago,CRIMINAL TRESPASS,Trespassing,3,2019
2019-12-04,Chicago,ASSAULT,Assault,6,2019
2019-12-05,Chicago,BATTERY,Battery,6,2019
2019-12-06,Chicago,ASSAULT,Assault,6,2019
2019-12-07,Chicago,ASSAULT,Assault,6,2019
2019-12-08,Chicago,ASSAULT,Assault,6,2019
2019-12-09,Chicago,NARCOTICS,Drug Offense,2,2019
2019-12-10,Chicago,THEFT,Theft,1,2019
2019-12-11,Chicago,THEFT,Theft,1,2019
2019-12-12,Chicago,THEFT,Theft,1,2019
2019-12-13,Chicago,CRIMINAL TRESPASS,Trespassing,3,2019
2019-12-14,Chicago,THEFT,Theft,1,2019
2019-12-15,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-12-16,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-12-17,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-12-18,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-12-19,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-12-20,Chicago,THEFT,Theft,1,2019
2019-12-21,Chicago,BATTERY,Battery,6,2019
2019-12-22,Chicago,NARCOTICS,Drug Offense,2,2019
2019-12-23,Chicago,MOTOR VEHICLE THEFT,Theft,1,2019
2019-12-24,Chicago,ROBBERY,Robbery,8,2019
2019-12-25,Chicago,CONCEALED CARRY LICENSE VIOLATION,Weapons,5,2019
2019-12-26,Chicago,MOTOR VEHICLE THEFT,Theft,1,2019
2019-12-27,Chicago,BATTERY,Battery,6,2019
2019-12-28,Chicago,WEAPONS VIOLATION,Weapons,5,2019
2019-12-29,Chicago,ROBBERY,Robbery,8,2019
2019-12-30,Chicago,BATTERY,Battery,6,2019
2019-12-31,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2020-01-01,Chicago,ASSAULT,Assault,6,2020
2020-01-02,Chicago,NARCOTICS,Drug Offense,2,2020
2020-01-03,Chicago,ASSAULT,Assault,6,2020
2020-01-04,Chicago,THEFT,Theft,1,2020
2020-01-05,Chicago,BURGLARY,Burglary,4,2020
2020-01-06,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-01-07,Chicago,THEFT,Theft,1,2020
2020-01-08,Chicago,OTHER OFFENSE,Other,0,2020
2020-01-09,Chicago,BATTERY,Battery,6,2020
2020-01-10,Chicago,CRIMINAL TRESPASS,Trespassing,3,2020
2020-01-11,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-01-12,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-01-13,Chicago,ASSAULT,Assault,6,2020
2020-01-14,Chicago,BATTERY,Battery,6,2020
2020-01-15,Chicago,BATTERY,Battery,6,2020
2020-01-16,Chicago,NARCOTICS,Drug Offense,2,2020
2020-01-17,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-01-18,Chicago,NARCOTICS,Drug Offense,2,2020
2020-01-19,Chicago,THEFT,Theft,1,2020
2020-01-20,Chicago,NARCOTICS,Drug Offense,2,2020
2020-01-21,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-01-22,Chicago,ASSAULT,Assault,6,2020
2020-01-23,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-01-24,Chicago,BURGLARY,Burglary,4,2020
2020-01-25,Chicago,ROBBERY,Robbery,8,2020
2020-01-26,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-01-27,Chicago,THEFT,Theft,1,2020
2020-01-28,Chicago,OTHER OFFENSE,Other,0,2020
2020-01-29,Chicago,THEFT,Theft,1,2020
2020-01-30,Chicago,THEFT,Theft,1,2020
2020-01-31,Chicago,THEFT,Theft,1,2020
2020-02-01,Chicago,THEFT,Theft,1,2020
2020-02-02,Chicago,THEFT,Theft,1,2020
2020-02-03,Chicago,ASSAULT,Assault,6,2020
2020-02-04,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-02-05,Chicago,THEFT,Theft,1,2020
2020-02-06,Chicago,THEFT,Theft,1,2020
2020-02-07,Chicago,ASSAULT,Assault,6,2020
2020-02-08,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-02-09,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-02-10,Chicago,OTHER OFFENSE,Other,0,2020
2020-02-11,Chicago,BATTERY,Battery,6,2020
2020-02-12,Chicago,THEFT,Theft,1,2020
2020-02-13,Chicago,ROBBERY,Robbery,8,2020
2020-02-14,Chicago,OFFENSE INVOLVING CHILDREN,Drug Offense,2,2020
2020-02-15,Chicago,THEFT,Theft,1,2020
2020-02-16,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-02-17,Chicago,BATTERY,Battery,6,2020
2020-02-18,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-02-19,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-02-20,Chicago,THEFT,Theft,1,2020
2020-02-21,Chicago,ROBBERY,Robbery,8,2020
2020-02-22,Chicago,BATTERY,Battery,6,2020
2020-02-23,Chicago,NARCOTICS,Drug Offense,2,2020
2020-02-24,Chicago,OTHER OFFENSE,Other,0,2020
2020-02-25,Chicago,THEFT,Theft,1,2020
2020-02-26,Chicago,THEFT,Theft,1,2020
2020-02-27,Chicago,OTHER OFFENSE,Other,0,2020
2020-02-28,Chicago,THEFT,Theft,1,2020
2020-02-29,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-03-01,Chicago,BATTERY,Battery,6,2020
2020-03-02,Chicago,BATTERY,Battery,6,2020
2020-03-03,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-03-04,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-03-05,Chicago,NARCOTICS,Drug Offense,2,2020
2020-03-06,Chicago,BATTERY,Battery,6,2020
2020-03-07,Chicago,ASSAULT,Assault,6,2020
2020-03-08,Chicago,OTHER OFFENSE,Other,0,2020
2020-03-09,Chicago,BATTERY,Battery,6,2020
2020-03-10,Chicago,BATTERY,Battery,6,2020
2020-03-11,Chicago,THEFT,Theft,1,2020
2020-03-12,Chicago,NARCOTICS,Drug Offense,2,2020
2020-03-13,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-03-14,Chicago,OTHER OFFENSE,Other,0,2020
2020-03-15,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-03-16,Chicago,ASSAULT,Assault,6,2020
2020-03-17,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-03-18,Chicago,BATTERY,Battery,6,2020
2020-03-19,Chicago,BATTERY,Battery,6,2020
2020-03-20,Chicago,BATTERY,Battery,6,2020
2020-03-21,Chicago,THEFT,Theft,1,2020
2020-03-22,Chicago,THEFT,Theft,1,2020
2020-03-23,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-03-24,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-03-25,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-03-26,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-03-27,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-03-28,Chicago,ASSAULT,Assault,6,2020
2020-03-29,Chicago,BATTERY,Battery,6,2020
2020-03-30,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-03-31,Chicago,BATTERY,Battery,6,2020
2020-04-01,Chicago,BATTERY,Battery,6,2020
2020-04-02,Chicago,BURGLARY,Burglary,4,2020
2020-04-03,Chicago,CRIMINAL TRESPASS,Trespassing,3,2020
2020-04-04,Chicago,THEFT,Theft,1,2020
2020-04-05,Chicago,THEFT,Theft,1,2020
2020-04-06,Chicago,BURGLARY,Burglary,4,2020
2020-04-07,Chicago,ASSAULT,Assault,6,2020
2020-04-08,Chicago,BATTERY,Battery,6,2020
2020-04-09,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-04-10,Chicago,THEFT,Theft,1,2020
2020-04-11,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-04-12,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-04-13,Chicago,THEFT,Theft,1,2020
2020-04-14,Chicago,THEFT,Theft,1,2020
2020-04-15,Chicago,NARCOTICS,Drug Offense,2,2020
2020-04-16,Chicago,BATTERY,Battery,6,2020
2020-04-17,Chicago,BATTERY,Battery,6,2020
2020-04-18,Chicago,THEFT,Theft,1,2020
2020-04-19,Chicago,THEFT,Theft,1,2020
2020-04-20,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-04-21,Chicago,CRIMINAL TRESPASS,Trespassing,3,2020
2020-04-22,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-04-23,Chicago,THEFT,Theft,1,2020
2020-04-24,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-04-25,Chicago,THEFT,Theft,1,2020
2020-04-26,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-04-27,Chicago,THEFT,Theft,1,2020
2020-04-28,Chicago,ASSAULT,Assault,6,2020
2020-04-29,Chicago,BATTERY,Battery,6,2020
2020-04-30,Chicago,ASSAULT,Assault,6,2020
2020-05-01,Chicago,OTHER OFFENSE,Other,0,2020
2020-05-02,Chicago,BATTERY,Battery,6,2020
2020-05-03,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-05-04,Chicago,ASSAULT,Assault,6,2020
2020-05-05,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-05-06,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-05-07,Chicago,CRIMINAL TRESPASS,Trespassing,3,2020
2020-05-08,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-05-09,Chicago,THEFT,Theft,1,2020
2020-05-10,Chicago,OFFENSE INVOLVING CHILDREN,Drug Offense,2,2020
2020-05-11,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-05-12,Chicago,BATTERY,Battery,6,2020
2020-05-13,Chicago,BATTERY,Battery,6,2020
2020-05-14,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-05-15,Chicago,THEFT,Theft,1,2020
2020-05-16,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-05-17,Chicago,PUBLIC PEACE VIOLATION,Public Order,2,2020
2020-05-18,Chicago,THEFT,Theft,1,2020
2020-05-19,Chicago,ROBBERY,Robbery,8,2020
2020-05-20,Chicago,BATTERY,Battery,6,2020
2020-05-21,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-05-22,Chicago,THEFT,Theft,1,2020
2020-05-23,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-05-24,Chicago,ROBBERY,Robbery,8,2020
2020-05-25,Chicago,BATTERY,Battery,6,2020
2020-05-26,Chicago,THEFT,Theft,1,2020
2020-05-27,Chicago,OTHER OFFENSE,Other,0,2020
2020-05-28,Chicago,BATTERY,Battery,6,2020
2020-05-29,Chicago,THEFT,Theft,1,2020
2020-05-30,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-05-31,Chicago,PUBLIC PEACE VIOLATION,Public Order,2,2020
2020-06-01,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-06-02,Chicago,BATTERY,Battery,6,2020
2020-06-03,Chicago,BURGLARY,Burglary,4,2020
2020-06-04,Chicago,ASSAULT,Assault,6,2020
2020-06-05,Chicago,THEFT,Theft,1,2020
2020-06-06,Chicago,ASSAULT,Assault,6,2020
2020-06-07,Chicago,ASSAULT,Assault,6,2020
2020-06-08,Chicago,BURGLARY,Burglary,4,2020
2020-06-09,Chicago,BATTERY,Battery,6,2020
2020-06-10,Chicago,THEFT,Theft,1,2020
2020-06-11,Chicago,ASSAULT,Assault,6,2020
2020-06-12,Chicago,THEFT,Theft,1,2020
2020-06-13,Chicago,BATTERY,Battery,6,2020
2020-06-14,Chicago,ROBBERY,Robbery,8,2020
2020-06-15,Chicago,ASSAULT,Assault,6,2020
2020-06-16,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-06-17,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-06-18,Chicago,ASSAULT,Assault,6,2020
2020-06-19,Chicago,ASSAULT,Assault,6,2020
2020-06-20,Chicago,THEFT,Theft,1,2020
2020-06-21,Chicago,BATTERY,Battery,6,2020
2020-06-22,Chicago,ASSAULT,Assault,6,2020
2020-06-23,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-06-24,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-06-25,Chicago,ASSAULT,Assault,6,2020
2020-06-26,Chicago,OTHER OFFENSE,Other,0,2020
2020-06-27,Chicago,BATTERY,Battery,6,2020
2020-06-28,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-06-29,Chicago,BURGLARY,Burglary,4,2020
2020-06-30,Chicago,BATTERY,Battery,6,2020
2020-07-01,Chicago,BATTERY,Battery,6,2020
2020-07-02,Chicago,THEFT,Theft,1,2020
2020-07-03,Chicago,BATTERY,Battery,6,2020
2020-07-04,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-07-05,Chicago,BURGLARY,Burglary,4,2020
2020-07-06,Chicago,SEX OFFENSE,Sexual Misconduct,7,2020
2020-07-07,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-07-08,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-07-09,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-07-10,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-07-11,Chicago,THEFT,Theft,1,2020
2020-07-12,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-07-13,Chicago,BURGLARY,Burglary,4,2020
2020-07-14,Chicago,OTHER OFFENSE,Other,0,2020
2020-07-15,Chicago,BURGLARY,Burglary,4,2020
2020-07-16,Chicago,BATTERY,Battery,6,2020
2020-07-17,Chicago,BATTERY,Battery,6,2020
2020-07-18,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-07-19,Chicago,BATTERY,Battery,6,2020
2020-07-20,Chicago,BATTERY,Battery,6,2020
2020-07-21,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-07-22,Chicago,THEFT,Theft,1,2020
2020-07-23,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-07-24,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-07-25,Chicago,BURGLARY,Burglary,4,2020
2020-07-26,Chicago,BATTERY,Battery,6,2020
2020-07-27,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-07-28,Chicago,THEFT,Theft,1,2020
2020-07-29,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-07-30,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-07-31,Chicago,THEFT,Theft,1,2020
2020-08-01,Chicago,CRIMINAL SEXUAL ASSAULT,Assault,6,2020
2020-08-02,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-08-03,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-08-04,Chicago,THEFT,Theft,1,2020
2020-08-05,Chicago,BATTERY,Battery,6,2020
2020-08-06,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-08-07,Chicago,THEFT,Theft,1,2020
2020-08-08,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-08-09,Chicago,BATTERY,Battery,6,2020
2020-08-10,Chicago,BURGLARY,Burglary,4,2020
2020-08-11,Chicago,CRIMINAL SEXUAL ASSAULT,Assault,6,2020
2020-08-12,Chicago,OTHER OFFENSE,Other,0,2020
2020-08-13,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-08-14,Chicago,THEFT,Theft,1,2020
2020-08-15,Chicago,BATTERY,Battery,6,2020
2020-08-16,Chicago,BATTERY,Battery,6,2020
2020-08-17,Chicago,THEFT,Theft,1,2020
2020-08-18,Chicago,ASSAULT,Assault,6,2020
2020-08-19,Chicago,THEFT,Theft,1,2020
2020-08-20,Chicago,BATTERY,Battery,6,2020
2020-08-21,Chicago,ROBBERY,Robbery,8,2020
2020-08-22,Chicago,BATTERY,Battery,6,2020
2020-08-23,Chicago,BURGLARY,Burglary,4,2020
2020-08-24,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-08-25,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-08-26,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-08-27,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-08-28,Chicago,OTHER OFFENSE,Other,0,2020
2020-08-29,Chicago,BATTERY,Battery,6,2020
2020-08-30,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-08-31,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-09-01,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-09-02,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-09-03,Chicago,BATTERY,Battery,6,2020
2020-09-04,Chicago,NARCOTICS,Drug Offense,2,2020
2020-09-05,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-09-06,Chicago,OTHER OFFENSE,Other,0,2020
2020-09-07,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-09-08,Chicago,OFFENSE INVOLVING CHILDREN,Drug Offense,2,2020
2020-09-09,Chicago,OTHER OFFENSE,Other,0,2020
2020-09-10,Chicago,BATTERY,Battery,6,2020
2020-09-11,Chicago,ASSAULT,Assault,6,2020
2020-09-12,Chicago,PROSTITUTION,Sexual Misconduct,7,2020
2020-09-13,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-09-14,Chicago,THEFT,Theft,1,2020
2020-09-15,Chicago,THEFT,Theft,1,2020
2020-09-16,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-09-17,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-09-18,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-09-19,Chicago,BATTERY,Battery,6,2020
2020-09-20,Chicago,BURGLARY,Burglary,4,2020
2020-09-21,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-09-22,Chicago,CRIMINAL TRESPASS,Trespassing,3,2020
2020-09-23,Chicago,CRIMINAL TRESPASS,Trespassing,3,2020
2020-09-24,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-09-25,Chicago,ASSAULT,Assault,6,2020
2020-09-26,Chicago,THEFT,Theft,1,2020
2020-09-27,Chicago,BATTERY,Battery,6,2020
2020-09-28,Chicago,BATTERY,Battery,6,2020
2020-09-29,Chicago,BATTERY,Battery,6,2020
2020-09-30,Chicago,BATTERY,Battery,6,2020
2020-10-01,Chicago,BATTERY,Battery,6,2020
2020-10-02,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-10-03,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-10-04,Chicago,THEFT,Theft,1,2020
2020-10-05,Chicago,BATTERY,Battery,6,2020
2020-10-06,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-10-07,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-10-08,Chicago,BATTERY,Battery,6,2020
2020-10-09,Chicago,STALKING,Theft,1,2020
2020-10-10,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-10-11,Chicago,NARCOTICS,Drug Offense,2,2020
2020-10-12,Chicago,ASSAULT,Assault,6,2020
2020-10-13,Chicago,ROBBERY,Robbery,8,2020
2020-10-14,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-10-15,Chicago,BURGLARY,Burglary,4,2020
2020-10-16,Chicago,BATTERY,Battery,6,2020
2020-10-17,Chicago,THEFT,Theft,1,2020
2020-10-18,Chicago,ROBBERY,Robbery,8,2020
2020-10-19,Chicago,ROBBERY,Robbery,8,2020
2020-10-20,Chicago,BATTERY,Battery,6,2020
2020-10-21,Chicago,BURGLARY,Burglary,4,2020
2020-10-22,Chicago,THEFT,Theft,1,2020
2020-10-23,Chicago,BATTERY,Battery,6,2020
2020-10-24,Chicago,BATTERY,Battery,6,2020
2020-10-25,Chicago,BATTERY,Battery,6,2020
2020-10-26,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-10-27,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-10-28,Chicago,OTHER OFFENSE,Other,0,2020
2020-10-29,Chicago,BATTERY,Battery,6,2020
2020-10-30,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-10-31,Chicago,OTHER OFFENSE,Other,0,2020
2020-11-01,Chicago,OTHER OFFENSE,Other,0,2020
2020-11-02,Chicago,ASSAULT,Assault,6,2020
2020-11-03,Chicago,ASSAULT,Assault,6,2020
2020-11-04,Chicago,BATTERY,Battery,6,2020
2020-11-05,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-11-06,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-11-07,Chicago,BATTERY,Battery,6,2020
2020-11-08,Chicago,BURGLARY,Burglary,4,2020
2020-11-09,Chicago,ASSAULT,Assault,6,2020
2020-11-10,Chicago,ASSAULT,Assault,6,2020
2020-11-11,Chicago,BATTERY,Battery,6,2020
2020-11-12,Chicago,OTHER OFFENSE,Other,0,2020
2020-11-13,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-11-14,Chicago,THEFT,Theft,1,2020
2020-11-15,Chicago,BATTERY,Battery,6,2020
2020-11-16,Chicago,THEFT,Theft,1,2020
2020-11-17,Chicago,NARCOTICS,Drug Offense,2,2020
2020-11-18,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-11-19,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-11-20,Chicago,OFFENSE INVOLVING CHILDREN,Drug Offense,2,2020
2020-11-21,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-11-22,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-11-23,Chicago,THEFT,Theft,1,2020
2020-11-24,Chicago,ASSAULT,Assault,6,2020
2020-11-25,Chicago,BATTERY,Battery,6,2020
2020-11-26,Chicago,OTHER OFFENSE,Other,0,2020
2020-11-27,Chicago,MOTOR VEHICLE THEFT,Theft,1,2020
2020-11-28,Chicago,THEFT,Theft,1,2020
2020-11-29,Chicago,WEAPONS VIOLATION,Weapons,5,2020
2020-11-30,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-12-01,Chicago,BATTERY,Battery,6,2020
2020-12-02,Chicago,ROBBERY,Robbery,8,2020
2020-12-03,Chicago,OTHER OFFENSE,Other,0,2020
2020-12-04,Chicago,BATTERY,Battery,6,2020
2020-12-05,Chicago,BATTERY,Battery,6,2020
2020-12-06,Chicago,BATTERY,Battery,6,2020
2020-12-07,Chicago,THEFT,Theft,1,2020
2020-12-08,Chicago,BATTERY,Battery,6,2020
2020-12-09,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-12-10,Chicago,ASSAULT,Assault,6,2020
2020-12-11,Chicago,ASSAULT,Assault,6,2020
2020-12-12,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-12-13,Chicago,THEFT,Theft,1,2020
2020-12-14,Chicago,ROBBERY,Robbery,8,2020
2020-12-15,Chicago,THEFT,Theft,1,2020
2020-12-16,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-12-17,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-12-18,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-12-19,Chicago,ASSAULT,Assault,6,2020
2020-12-20,Chicago,HOMICIDE,Homicide,10,2020
2020-12-21,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-12-22,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-12-23,Chicago,BATTERY,Battery,6,2020
2020-12-24,Chicago,THEFT,Theft,1,2020
2020-12-25,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2020-12-26,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-12-27,Chicago,DECEPTIVE PRACTICE,Fraud,1,2020
2020-12-28,Chicago,BATTERY,Battery,6,2020
2020-12-29,Chicago,BATTERY,Battery,6,2020
2020-12-30,Chicago,OFFENSE INVOLVING CHILDREN,Drug Offense,2,2020
2020-12-31,Chicago,CRIMINAL DAMAGE,Vandalism,2,2020
2021-01-01,Chicago,OFFENSE INVOLVING CHILDREN,Drug Offense,2,2021
2021-01-02,Chicago,DECEPTIVE PRACTICE,Fraud,1,2021
2021-01-03,Chicago,MOTOR VEHICLE THEFT,Theft,1,2021
2021-01-04,Chicago,BATTERY,Battery,6,2021
2021-01-05,Chicago,ASSAULT,Assault,6,2021
2021-01-06,Chicago,DECEPTIVE PRACTICE,Fraud,1,2021
2021-01-07,Chicago,BATTERY,Battery,6,2021
2021-01-08,Chicago,BATTERY,Battery,6,2021
2021-01-09,Chicago,WEAPONS VIOLATION,Weapons,5,2021
2021-01-10,Chicago,DECEPTIVE PRACTICE,Fraud,1,2021
2021-01-11,Chicago,BURGLARY,Burglary,4,2021
2021-01-12,Chicago,PUBLIC PEACE VIOLATION,Public Order,2,2021
2021-01-13,Chicago,CRIMINAL DAMAGE,Vandalism,2,2021
2021-01-14,Chicago,ASSAULT,Assault,6,2021
2021-01-15,Chicago,THEFT,Theft,1,2021
2021-01-16,Chicago,DECEPTIVE PRACTICE,Fraud,1,2021
2021-01-17,Chicago,THEFT,Theft,1,2021
2021-01-18,Chicago,OTHER OFFENSE,Other,0,2021
2021-01-19,Chicago,WEAPONS VIOLATION,Weapons,5,2021
2021-01-20,Chicago,BATTERY,Battery,6,2021
2021-01-21,Chicago,THEFT,Theft,1,2021
2021-01-22,Chicago,BATTERY,Battery,6,2021
2021-01-23,Chicago,DECEPTIVE PRACTICE,Fraud,1,2021
2021-01-24,Chicago,WEAPONS VIOLATION,Weapons,5,2021
2021-01-25,Chicago,DECEPTIVE PRACTICE,Fraud,1,2021
2021-01-26,Chicago,ASSAULT,Assault,6,2021
2021-01-27,Chicago,BATTERY,Battery,6,2021
2021-01-28,Chicago,DECEPTIVE PRACTICE,Fraud,1,2021
2021-01-29,Chicago,BATTERY,Battery,6,2021
2021-01-30,Chicago,ROBBERY,Robbery,8,2021
2021-01-31,Chicago,CRIMINAL DAMAGE,Vandalism,2,2021
2021-02-01,Chicago,ASSAULT,Assault,6,2021
2021-02-02,Chicago,CRIMINAL DAMAGE,Vandalism,2,2021
2021-02-03,Chicago,BATTERY,Battery,6,2021
2021-02-04,Chicago,MOTOR VEHICLE THEFT,Theft,1,2021
2021-02-05,Chicago,MOTOR VEHICLE THEFT,Theft,1,2021
2021-02-06,Chicago,OFFENSE INVOLVING CHILDREN,Drug Offense,2,2021
2021-02-07,Chicago,DECEPTIVE PRACTICE,Fraud,1,2021
2021-02-08,Chicago,ASSAULT,Assault,6,2021
2021-02-09,Chicago,CRIMINAL DAMAGE,Vandalism,2,2021
2021-02-10,Chicago,NARCOTICS,Drug Offense,2,2021
2021-02-11,Chicago,BATTERY,Battery,6,2021
2021-02-12,Chicago,THEFT,Theft,1,2021
2021-02-13,Chicago,ROBBERY,Robbery,8,2021
